City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
303,kratie,12.4881,106.0188,25.42,93,100,0.88,KH,1694005043
304,tindouf,27.6711,-8.1474,37.25,18,0,3.09,DZ,1694005043
305,banjarmasin,-3.3244,114.591,27.08,75,100,2.64,ID,1694005043
306,isafjordur,66.0755,-23.124,13.02,76,100,7.2,IS,1694005043
307,belozersk,60.0326,37.7957,13.09,61,98,8.45,RU,1694005043
308,cardoso,-20.0819,-49.9142,23.89,66,100,4.76,BR,1694005043
309,pimenta bueno,-11.6725,-61.1936,32.02,37,92,1.46,BR,1694005043
310,aykhal,66.0,111.5,-2.28,83,89,3.34,RU,1694004774
311,pasni,25.2631,63.471,27.16,82,0,4.78,PK,1694005044
312,san patricio,28.017,-97.5169,29.91,79,0,1.72,US,1694005044
313,danshui,22.7984,114.4672,26.25,91,100,1.19,CN,1694005044
314,holualoa,19.6228,-155.9522,23.91,86,20,2.68,US,1694005044
315,yarmouth,41.7057,-70.2286,26.03,87,0,5.14,US,1694005044
316,debark',13.1561,37.8981,14.33,80,94,2.17,ET,1694005044
317,boende,-0.2167,20.8667,33.13,43,98,0.35,CD,1694005044
318,richards bay,-28.783,32.0377,20.61,48,18,3.93,ZA,1694004978
319,yatou,37.15,122.3833,20.64,89,0,2.39,CN,1694005044
320,isoka,-10.1606,32.6335,32.81,19,21,2.45,ZM,1694005044
321,luganville,-15.5333,167.1667,24.65,84,100,7.25,VU,1694005045
322,benjamin hill,30.1667,-111.1,24.19,41,4,1.86,MX,1694005045
323,papao,-17.75,-149.55,24.82,87,69,10.5,PF,1694005045
324,yangambi,0.8102,24.4336,34.6,34,99,1.3,CD,1694005045
325,wotho,10.1657,166.0102,28.38,75,100,5.03,MH,1694005045
326,choix,26.7092,-108.3219,24.13,78,6,1.63,MX,1694005045
327,bhamo,24.2667,97.2333,26.23,94,92,0.87,MM,1694005045
328,palmer,42.1584,-72.3287,26.8,87,0,1.86,US,1694004834
329,nguigmi,14.2495,13.1092,33.57,38,63,2.22,NE,1694005046
330,palmas de monte alto,-14.2672,-43.1619,28.05,40,0,4.82,BR,1694005046
331,fort st. john,56.2499,-120.8529,3.94,93,75,2.06,CA,1694004991
332,brindisi,40.5833,17.6667,29.13,46,98,6.0,IT,1694005046
333,makokou,0.5738,12.8642,28.19,69,100,0.91,GA,1694005046
334,byron bay,-28.65,153.6167,14.84,79,6,1.12,AU,1694004836
335,jwaneng,-24.6004,24.7303,29.81,9,49,4.79,BW,1694005046
336,opuwo,-18.0607,13.84,34.13,8,93,4.0,NA,1694005047
337,flying fish cove,-10.4217,105.6791,23.82,88,100,5.66,CX,1694005047
338,ust-nera,64.5667,143.2,5.07,64,92,1.92,RU,1694005047
339,montauban,44.0833,1.5,33.55,24,6,3.55,FR,1694005047
340,whitehorse,60.7161,-135.0538,7.67,73,0,4.63,CA,1694005047
341,sur,22.5667,59.5289,31.17,59,4,1.15,OM,1694005047
342,rio grande,-32.035,-52.0986,14.06,66,10,6.59,BR,1694005047
343,naze,28.3667,129.4833,25.51,86,41,4.32,JP,1694005047
344,shakawe,-18.3667,21.85,35.78,9,2,2.52,BW,1694005047
345,arno,60.1167,18.6333,13.77,50,37,2.55,SE,1694005048
346,umarga,17.8333,76.6167,26.94,71,90,3.23,IN,1694005048
347,tulum,20.2167,-87.4667,28.64,72,6,2.15,MX,1694005048
348,cibolo,29.5616,-98.227,27.65,87,32,2.02,US,1694005048
349,batangafo,7.3008,18.2833,29.79,60,44,1.52,CF,1694005048
350,howrah,22.5892,88.3103,29.0,89,75,6.17,IN,1694005048
351,al qubbah,32.7616,22.2424,27.77,32,4,6.81,LY,1694005048
352,san lorenzo,-25.3333,-57.5333,19.52,77,75,2.57,PY,1694004756
353,pyshma,56.9523,63.2513,17.12,49,14,1.75,RU,1694005048
354,takestan,36.0696,49.6959,39.07,12,9,6.79,IR,1694005048
355,selfoss,63.9331,-20.9971,11.14,83,100,8.01,IS,1694005049
356,ad douiem,14.0012,32.3116,35.35,33,94,2.11,SD,1694005049
357,arfoud,31.4348,-4.2375,37.87,14,23,10.03,MA,1694005049
358,basco,20.4487,121.9702,28.0,81,100,5.33,PH,1694005049
359,kujang-up,39.8672,126.0303,21.16,85,0,1.81,KP,1694005049
360,shahrinav,38.5709,68.335,29.55,17,0,3.6,TJ,1694005049
361,bubaque,11.2833,-15.8333,27.11,78,100,9.39,GW,1694005049
362,lame,10.4415,9.2396,33.91,33,16,2.61,NG,1694005049
363,ulladulla,-35.35,150.4667,11.74,64,26,3.07,AU,1694004569
364,thief river falls,48.1191,-96.1812,8.96,100,0,3.6,US,1694005050
365,banda aceh,5.5577,95.3222,26.71,80,100,1.76,ID,1694005050
366,bredasdorp,-34.5322,20.0403,17.49,48,82,8.96,ZA,1694005050
367,rozdilna,46.8433,30.0792,28.32,25,12,5.02,UA,1694005050
368,fisterra,42.9049,-9.2629,25.97,78,13,6.9,ES,1694005050
369,ta`u,-14.2336,-169.5144,27.29,68,1,6.9,AS,1694005050
370,kanniyakumari,8.0833,77.5667,26.34,85,100,8.14,IN,1694005050
371,serendah,3.3646,101.6041,27.5,80,100,0.98,MY,1694005050
372,shupiyan,33.7167,74.8333,19.67,56,2,2.26,IN,1694005050
373,airuk,7.2772,168.8203,28.71,74,100,3.64,MH,1694005051
374,coronel suarez,-37.4547,-61.9334,6.97,66,100,8.19,AR,1694005051
375,tofol,5.3248,163.0078,28.65,72,100,2.88,FM,1694005051
376,bowen,-20.0167,148.2333,20.76,84,1,5.67,AU,1694005051
377,saint-joseph,-21.3667,55.6167,24.71,72,54,1.04,RE,1694005051
378,bel ombre,-4.6167,55.4167,27.91,69,40,7.72,SC,1694005051
379,abong mbang,3.9833,13.1833,30.83,47,99,0.98,CM,1694005051
380,ust'-ilimsk,58.0006,102.6619,10.84,97,100,2.93,RU,1694005051
381,shubarshi,48.5872,57.1869,25.54,26,99,3.86,KZ,1694005051
382,turinskaya sloboda,57.6232,64.3858,17.15,44,14,1.88,RU,1694005052
383,sarpol-e zahab,34.4611,45.8626,41.36,7,0,10.47,IR,1694005052
384,yaroslavl,57.6299,39.8737,15.89,51,75,7.0,RU,1694005052
385,al jawf,29.5,38.75,42.29,7,0,2.59,SA,1694005052
386,east ballina,-28.8667,153.5833,14.89,77,0,1.54,AU,1694005052
387,adrar,20.5022,-10.0711,36.14,30,88,1.19,MR,1694005052
388,remire-montjoly,4.9167,-52.2667,30.02,70,20,3.09,GF,1694005052
389,karratha,-20.7377,116.8463,21.72,68,7,3.78,AU,1694005052
390,si sa ket,14.8333,104.3333,27.9,90,100,1.86,TH,1694005052
391,sydney,-33.8679,151.2073,16.61,73,7,5.14,AU,1694004615
392,bulungu,-4.55,18.6,32.53,38,100,2.33,CD,1694005053
393,karibib,-21.9333,15.8333,32.8,8,10,3.57,NA,1694005053
394,anshun,26.25,105.9333,20.9,75,100,1.94,CN,1694005053
395,san ignacio rio muerto,27.4167,-110.2333,24.29,75,11,0.09,MX,1694005053
396,parry sound,45.3501,-80.033,22.03,94,32,2.32,CA,1694005053
397,greymouth,-42.4667,171.2,10.62,92,24,3.29,NZ,1694005053
398,khash,28.2211,61.2158,33.48,4,0,7.6,IR,1694005053
399,mareeba,-17.0,145.4333,20.4,86,3,1.28,AU,1694005053
400,la gi,10.6667,107.7833,27.7,85,93,4.0,VN,1694005054
401,morehead city,34.7229,-76.726,30.0,90,0,2.06,US,1694005054
402,east london,-33.0153,27.9116,18.52,48,0,6.17,ZA,1694005054
403,pisco,-13.7,-76.2167,18.34,82,100,1.54,PE,1694005054
404,sao felix do xingu,-6.6447,-51.995,35.92,22,0,1.08,BR,1694004859
405,arta,39.1606,20.9853,24.8,87,100,3.71,GR,1694005054
406,igrim,63.1906,64.4162,18.9,36,9,1.34,RU,1694005054
407,santa cruz,-17.8,-63.1667,20.03,60,75,3.09,BO,1694005054
408,babayevo,59.3936,35.9371,13.11,72,29,6.13,RU,1694005055
409,coquimbo,-29.9533,-71.3436,12.85,100,75,3.09,CL,1694005056
410,jinka,5.65,36.65,24.37,55,97,3.21,ET,1694005056
411,hami,42.8,93.45,24.76,27,12,1.76,CN,1694005056
412,alesund,62.4723,6.1549,16.51,62,0,3.09,NO,1694005056
413,namdrik,5.5994,168.1028,28.57,77,95,4.0,MH,1694005056
414,pemba,-12.974,40.5178,29.39,62,20,6.71,MZ,1694005056
415,san francisco de macoris,19.2952,-70.2554,24.38,75,11,1.47,DO,1694004899
416,lorengau,-2.0226,147.2712,27.43,83,100,3.11,PG,1694005056
417,kailua-kona,19.6406,-155.9956,25.98,85,20,2.68,US,1694005057
418,dzitbalche,20.3167,-90.05,26.21,83,0,2.14,MX,1694005057
419,deniliquin,-35.5333,144.9667,10.34,55,9,3.77,AU,1694005057
420,mayya,61.7333,130.2811,2.62,83,100,2.38,RU,1694005057
421,mili,6.0815,171.735,28.62,76,53,3.62,MH,1694005057
422,eastham,41.8301,-69.9739,24.99,77,99,1.34,US,1694005057
423,chiungutwa,-10.8833,38.9833,35.64,21,2,2.83,TZ,1694005057
424,lata,40.1629,-8.3327,28.93,49,100,3.99,PT,1694005057
425,grand gaube,-20.0064,57.6608,25.22,62,5,0.89,MU,1694005057
426,mahalapye,-23.1041,26.8142,32.75,10,7,2.21,BW,1694005058
427,kidal,18.4411,1.4078,39.57,18,0,2.07,ML,1694005058
428,homestead meadows north,31.8496,-106.1729,26.43,27,0,3.6,US,1694005058
429,yellapur,14.9667,74.7167,23.52,84,95,2.71,IN,1694005058
430,ndele,8.4109,20.6473,29.58,64,67,0.72,CF,1694005058
431,canicatti,37.3589,13.8504,27.07,41,96,6.46,IT,1694005058
432,berezovyy,51.6667,135.7,11.07,67,4,2.23,RU,1694005058
433,prince rupert,54.3161,-130.3201,10.83,100,40,2.57,CA,1694004853
434,tsetserleg,47.475,101.4542,12.51,84,100,1.12,MN,1694005058
435,hastings,50.8552,0.5729,31.33,68,1,2.03,GB,1694005059
436,mancio lima,-7.6142,-72.8958,24.04,88,1,2.57,BR,1694005059
437,kavaratti,10.5669,72.642,26.67,84,100,8.53,IN,1694005059
438,glace bay,46.1969,-59.957,19.94,97,100,6.69,CA,1694005059
439,pecanha,-18.5486,-42.5569,19.19,85,100,2.13,BR,1694005052
440,praia da vitoria,38.7333,-27.0667,25.14,65,40,10.44,PT,1694005059
441,sao gabriel da cachoeira,-0.1303,-67.0892,26.89,83,0,0.51,BR,1694005059
442,berdigestyakh,62.0989,126.6992,2.41,84,99,2.86,RU,1694005059
443,dalandzadgad,43.5708,104.425,27.02,30,100,6.87,MN,1694005059
444,ashburton,-37.8626,145.0794,14.39,61,46,1.34,AU,1694005059
445,paso de la patria,-27.3168,-58.572,15.04,82,100,3.69,AR,1694005060
446,buellton,34.6136,-120.1927,20.39,71,100,2.06,US,1694005060
447,dhidhdhoo,6.8833,73.1,27.75,79,100,6.41,MV,1694005060
448,visby,57.6409,18.296,19.9,63,20,2.57,SE,1694005060
449,la maddalena,41.2142,9.4083,30.09,63,6,5.7,IT,1694005060
450,atchison,39.563,-95.1216,18.41,84,0,5.94,US,1694004856
451,rongelap,11.1635,166.8941,28.31,75,100,4.26,MH,1694005060
452,isangel,-19.55,169.2667,20.94,80,100,5.94,VU,1694005060
453,paraiso,9.8383,-83.8656,20.53,88,33,1.38,CR,1694005060
454,lucapa,-8.4192,20.7447,32.96,29,94,2.79,AO,1694005060
455,pavlovsk,50.4578,40.1081,27.32,27,31,5.89,RU,1694005061
456,pacific grove,36.6177,-121.9166,15.57,88,100,5.36,US,1694005061
457,carnarvon,-24.8667,113.6333,18.87,70,5,12.05,AU,1694005061
458,champerico,14.3,-91.9167,24.3,78,50,1.55,GT,1694005061
459,tromso,69.6496,18.957,11.88,87,75,7.72,NO,1694005061
460,conde,-7.2597,-34.9075,26.7,74,75,5.66,BR,1694005061
461,playa del ingles,27.7567,-15.5787,26.86,69,100,2.24,ES,1694004909
462,tatarsk,55.219,75.9828,11.94,72,84,4.27,RU,1694004845
463,nova sintra,14.8667,-24.7167,23.66,74,77,7.75,CV,1694005061
464,vilyuysk,63.7553,121.6247,1.8,73,100,3.08,RU,1694005061
465,kenai,60.5544,-151.2583,11.16,86,100,7.2,US,1694005062
466,kloulklubed,7.0419,134.2556,28.18,78,95,2.95,PW,1694005062
467,sao joao da barra,-21.6403,-41.0511,23.05,83,100,8.22,BR,1694004919
468,i-n-salah,27.1935,2.4607,44.33,10,1,5.18,DZ,1694005062
469,hotan,37.0997,79.9269,28.32,15,100,4.68,CN,1694005062
470,le port,-20.9373,55.2919,25.98,79,27,3.0,RE,1694004932
471,west bay,19.3667,-81.4167,30.0,87,20,1.54,KY,1694005062
472,ha'il,27.5219,41.6907,42.01,9,0,6.17,SA,1694004987
473,hassi messaoud,31.6804,6.0729,33.92,24,0,4.63,DZ,1694005062
474,cole harbour,44.6724,-63.4751,21.65,85,100,8.23,CA,1694005062
475,sola,-13.8833,167.55,26.22,79,99,12.43,VU,1694005063
476,palangkaraya,-2.2,113.8333,24.72,90,100,1.06,ID,1694005063
477,toba,34.4833,136.85,26.0,82,100,3.46,JP,1694005063
478,mount pearl,47.5166,-52.7813,22.47,94,40,2.57,CA,1694004769
479,horta,38.5333,-28.6333,23.8,72,20,6.69,PT,1694005063
480,north bend,43.4065,-124.2243,11.59,100,0,2.57,US,1694005063
481,chiredzi,-21.05,31.6667,32.2,20,0,5.09,ZW,1694005063
482,illizi,26.4833,8.4667,40.89,13,8,6.14,DZ,1694005063
483,okha,53.5739,142.9478,9.49,91,0,3.74,RU,1694005063
484,malindi,-3.2175,40.1191,28.09,65,75,5.14,KE,1694005064
485,viedma,-40.8135,-62.9967,5.95,87,100,9.2,AR,1694005064
486,ishigaki,24.3448,124.1572,27.07,94,95,1.03,JP,1694005064
487,ilha de mocambique,-15.0342,40.7358,26.05,68,0,5.97,MZ,1694005064
488,torghay,49.6339,63.4981,17.98,58,100,4.66,KZ,1694005064
489,myitkyina,25.3833,97.4,27.94,81,25,1.14,MM,1694005064
490,jutai,-5.1833,-68.9,29.24,57,34,1.22,BR,1694005064
491,kupino,54.3663,77.2981,13.34,55,99,3.8,RU,1694005064
492,grand falls-windsor,48.9332,-55.6649,19.72,92,100,1.6,CA,1694004946
493,cu chi,10.9667,106.4667,30.01,87,100,1.18,VN,1694005064
494,port augusta,-32.5,137.7667,20.07,23,98,10.28,AU,1694005065
495,mirny,62.5353,113.9611,0.51,62,8,1.57,RU,1694005065
496,revda,56.801,59.9303,16.8,57,3,1.16,RU,1694005065
497,loango,-4.6719,11.8312,23.81,88,100,2.57,CG,1694005065
498,mandera,3.9366,41.867,36.69,25,31,7.52,KE,1694005065
499,bani walid,31.7566,13.9942,28.08,38,100,8.55,LY,1694005065
500,wuyo,10.3852,11.6968,34.63,36,8,2.9,NG,1694005065
501,pizarro,4.9533,-77.366,26.34,87,91,2.06,CO,1694005065
502,suoyarvi,62.0833,32.35,12.56,73,92,5.71,RU,1694005066
503,egilsstadir,65.2653,-14.3948,14.95,55,0,8.23,IS,1694005066
504,at taj,24.2049,23.2857,40.49,10,0,7.21,LY,1694005066
505,imbituva,-25.23,-50.6044,14.34,79,100,2.92,BR,1694005066
506,ulanhot,46.0833,122.0833,19.44,76,0,4.11,CN,1694004932
507,shimokizukuri,40.8061,140.3861,23.86,87,100,4.32,JP,1694005066
508,usogorsk,63.4106,48.6872,13.19,95,100,3.04,RU,1694005066
509,kili,5.6439,169.1211,28.87,74,100,3.88,MH,1694005066
510,bokoro,12.3807,17.0568,33.23,43,83,2.5,TD,1694005066
511,wanning,18.8003,110.3967,27.72,87,100,2.06,CN,1694005066
512,lerwick,60.1545,-1.1494,15.0,88,100,7.49,GB,1694005067
513,dzhetygara,52.1908,61.2006,17.17,54,50,0.32,KZ,1694005067
514,ialibu,-6.2821,143.9935,14.83,99,98,0.65,PG,1694005067
515,mahdia,35.5047,11.0622,28.97,51,2,9.88,TN,1694005067
516,la sarre,48.8002,-79.1996,21.43,93,100,2.74,CA,1694005067
517,barkhan,29.8977,69.5256,34.29,20,33,4.79,PK,1694005067
518,koungou,-12.7336,45.2042,28.84,65,0,4.12,YT,1694005067
519,lazaro cardenas,17.9583,-102.2,24.82,88,99,2.21,MX,1694004991
520,new baltimore,42.6811,-82.7369,26.21,92,20,3.09,US,1694005067
521,kibre mengist,5.8833,38.9833,27.05,37,79,1.19,ET,1694005067
522,chul'man,56.8479,124.9104,7.47,90,79,1.35,RU,1694005068
523,vorgashor,67.5833,63.95,15.37,56,94,6.59,RU,1694005068
524,jijiga,9.35,42.8,23.34,56,95,3.11,ET,1694005068
525,amga,60.8953,131.9608,6.29,92,100,3.04,RU,1694005068
526,bonthe,7.5264,-12.505,28.78,66,100,4.59,SL,1694005068
527,oranjemund,-28.55,16.4333,16.48,49,38,8.29,NA,1694005068
528,sosnovka,56.255,51.2842,21.56,46,28,3.11,RU,1694005068
529,barra do corda,-5.5,-45.25,33.24,34,0,3.48,BR,1694005068
530,la'ie,21.6477,-157.9253,24.12,78,100,3.83,US,1694005068
531,mournies,35.4764,24.0092,27.68,69,40,2.06,GR,1694005069
532,san julian,21.0167,-102.1667,13.09,78,57,0.89,MX,1694005069
533,sovetsk,55.0839,21.8785,24.62,48,4,2.63,RU,1694005069
534,kupang,-10.1667,123.5833,24.32,78,20,4.12,ID,1694005069
535,malvan,16.0667,73.4667,27.64,80,86,4.5,IN,1694005069
536,az zuwaytinah,30.9522,20.1202,26.8,56,0,5.62,LY,1694005069
537,sinop,41.7711,34.8709,21.51,80,100,3.4,TR,1694005069
538,beyneu,45.3167,55.2,26.84,26,100,6.75,KZ,1694005069
539,mahibadhoo,3.7833,72.9667,28.05,76,100,4.62,MV,1694005069
540,azangaro,-14.9167,-70.2167,6.88,71,100,1.96,PE,1694005070
541,las palmas,28.4204,-14.0131,23.44,73,40,3.09,ES,1694005070
542,rio negrinho,-26.2544,-49.5183,12.19,94,100,1.83,BR,1694005070
543,wafangdian,39.6183,122.0081,20.87,70,0,0.52,CN,1694005070
544,valparaiso,-33.0393,-71.6273,15.26,87,100,2.57,CL,1694005070
545,fort mcmurray,56.7268,-111.381,8.77,100,100,3.09,CA,1694004773
546,malanville,11.8685,3.3899,33.03,51,3,3.71,BJ,1694005070
547,kos,36.8933,27.2889,30.69,65,0,3.59,GR,1694005070
548,edson,53.5835,-116.4356,2.08,100,100,1.03,CA,1694005070
549,orumiyeh,37.5527,45.0761,34.75,12,20,5.14,IR,1694005070
550,gaalkacyo,6.7697,47.4308,36.31,28,77,10.15,SO,1694005071
551,nova vicosa,-17.8919,-39.3719,26.25,63,18,4.86,BR,1694005071
552,maluso,6.543,121.8753,27.05,81,100,2.61,PH,1694005071
553,ornskoldsvik,63.2909,18.7153,16.53,48,20,5.66,SE,1694005071
554,sisimiut,66.9395,-53.6735,2.0,100,100,1.22,GL,1694005071
555,reggane,26.7158,0.1714,45.03,10,52,4.17,DZ,1694005071
556,kristinestad,62.2743,21.376,16.17,60,1,4.59,FI,1694005071
557,chernyshevskiy,63.0128,112.4714,-0.04,65,69,1.34,RU,1694005071
558,abaza,52.655,90.0928,12.19,84,93,1.11,RU,1694005072
559,camalu,30.85,-116.0667,18.07,86,0,2.56,MX,1694005072
560,torre del mar,36.7414,-4.0946,29.62,75,100,3.06,ES,1694005072
561,malango,-2.9627,119.9001,19.21,99,67,0.86,ID,1694005072
562,labuan,5.2767,115.2417,24.2,94,40,0.51,MY,1694005072
563,saranac lake,44.3295,-74.1313,20.64,96,100,0.0,US,1694005072
564,qinhuangdao,39.9317,119.5883,23.43,86,37,0.79,CN,1694004957
565,umm kaddadah,13.6017,26.6876,33.86,34,58,1.32,SD,1694005072
566,ancud,-41.8697,-73.8203,7.88,90,100,4.75,CL,1694005072
567,nanfeng,23.7434,111.7959,25.71,93,89,1.19,CN,1694005073
568,sinabang,2.4803,96.3801,26.47,82,100,4.31,ID,1694005073
569,hannibal,39.7084,-91.3585,19.15,72,0,4.63,US,1694004774
570,mulayjah,27.271,48.4242,46.55,6,0,4.38,SA,1694005073
571,northam,51.0333,-4.2167,27.92,67,6,1.39,GB,1694005073
572,ji'an,27.1172,114.9793,24.15,96,100,2.11,CN,1694005073
573,port douglas,-16.4833,145.4667,22.13,81,38,3.2,AU,1694005073
574,crucecita,-28.95,-58.9833,11.94,78,100,4.43,AR,1694005073
575,tarawa,1.419,172.984,30.05,70,20,3.6,KI,1694005073
576,omdurman,15.6445,32.4777,37.53,24,75,0.39,SD,1694005073
577,urangan,-25.3,152.9,19.79,79,0,3.81,AU,1694005074
578,arkalyk,50.2486,66.9114,15.78,53,85,2.28,KZ,1694005074
579,tome acu,-2.4189,-48.1522,31.35,54,59,2.08,BR,1694005074
580,maicao,11.3832,-72.2432,30.1,67,85,7.55,CO,1694004999
581,benin city,6.335,5.6275,29.34,72,47,1.68,NG,1694004866
582,pangody,65.85,74.4859,13.49,52,0,2.96,RU,1694005074
583,kimje,35.8017,126.8889,24.94,86,0,1.48,KR,1694005074
584,gudauta,43.1055,40.6207,26.75,78,50,3.73,GE,1694005074
585,tralee,52.2704,-9.7026,23.14,73,40,6.69,IE,1694005074
586,primorsko-akhtarsk,46.0497,38.1747,27.84,38,0,4.98,RU,1694005075
587,inhambane,-23.865,35.3833,26.99,65,40,8.23,MZ,1694005075
588,oamaru,-45.0784,170.9801,9.96,66,0,4.77,NZ,1694005075
589,prakhon chai,14.6059,103.1208,25.69,89,100,1.93,TH,1694005075
590,kota kinabalu,5.9749,116.0724,25.99,89,20,1.54,MY,1694005075
591,aripuana,-9.1667,-60.6333,34.0,25,7,0.74,BR,1694005075
592,luena,-11.7833,19.9167,34.2,16,97,2.3,AO,1694005075
593,fortuna,40.5982,-124.1573,12.19,97,100,0.0,US,1694004532
594,qamdo,31.1667,97.2333,3.89,92,100,2.63,CN,1694005075
595,vernon,50.2581,-119.2691,13.67,65,100,1.54,CA,1694005076
596,yanta,36.2411,115.6672,24.62,68,0,1.79,CN,1694005076
597,hammerfest,70.6634,23.6821,8.25,93,75,4.63,NO,1694005076
598,melekeok village,7.4957,134.6367,27.87,78,91,1.71,PW,1694005076
599,kabare,-2.4683,28.8242,21.26,74,95,0.6,CD,1694005076
600,cepin,45.5236,18.5633,29.22,24,0,4.1,HR,1694005076
601,vila franca do campo,37.7167,-25.4333,22.23,71,88,7.28,PT,1694005026
602,dampit,-8.2116,112.7493,19.15,95,19,2.05,ID,1694005076
603,la passe,45.5549,-0.8967,32.13,31,100,2.32,FR,1694005076
604,mubende,0.5606,31.39,23.39,60,99,2.31,UG,1694005077
605,darovskoy,58.77,47.9564,20.45,50,64,5.66,RU,1694005077
606,mocksville,35.894,-80.5614,25.69,86,0,0.89,US,1694005077
607,yeniseysk,58.4497,92.1703,12.23,75,84,1.65,RU,1694005077
